Date,State,District,Min_Temp,Max_Temp,Avg_Temp,Rainfall,Humidity,Wind_Speed,Solar_Radiation
2018-10-22,Maharashtra,Pune,25.5,38.0,31.8,110.9,72.2,12.9,22.7
2023-03-23,Ladakh,Leh,22.8,31.3,27.0,48.4,43.2,12.5,27.0
2019-01-18,Ladakh,Leh,18.8,28.8,23.8,20.6,52.4,15.5,22.2
2024-07-31,Punjab,Amritsar,20.5,34.1,27.3,194.7,32.4,9.6,25.1
2021-12-31,Odisha,Bhubaneswar,22.9,28.4,25.6,84.3,67.3,10.2,23.2
2017-02-14,Gujarat,Vadodara,29.6,36.1,32.8,12.2,38.5,14.4,28.1
2015-02-04,Bihar,Gaya,15.3,23.7,19.5,23.6,64.8,8.7,28.8
2021-03-03,Puducherry,Puducherry,11.6,17.2,14.4,11.2,73.8,14.8,29.6
2023-08-19,Arunachal Pradesh,Itanagar,15.0,23.2,19.1,177.4,61.5,16.9,23.5
2020-05-09,Chhattisgarh,Raipur,10.1,15.8,13.0,51.5,60.9,17.3,28.0
2019-05-05,Jharkhand,Ranchi,22.2,30.5,26.4,11.8,79.1,12.7,31.3
2024-06-21,Lakshadweep,Kavaratti,20.1,28.7,24.4,229.3,74.8,13.8,31.6
2023-06-01,Madhya Pradesh,Bhopal,26.7,33.7,30.2,93.2,34.4,17.0,33.0
2017-10-18,Chhattisgarh,Raipur,19.2,26.1,22.6,43.2,73.4,9.5,28.3
2024-06-23,Jharkhand,Ranchi,21.8,27.0,24.4,87.0,61.7,18.8,33.8
2022-02-26,Jharkhand,Ranchi,19.6,28.6,24.1,17.9,70.4,8.1,27.0
2018-02-03,Uttarakhand,Dehradun,12.7,19.3,16.0,22.6,51.4,14.7,21.6
2025-07-10,Rajasthan,Jodhpur,33.3,42.0,37.6,83.6,37.4,16.5,20.2
2025-08-29,Haryana,Hisar,29.8,37.7,33.8,26.3,53.6,14.6,20.2
2019-02-09,Andhra Pradesh,Visakhapatnam,29.2,34.3,31.8,47.6,78.9,8.6,22.5
2016-12-03,West Bengal,Kolkata,10.0,16.5,13.2,15.2,82.9,17.6,27.3
2021-09-15,Maharashtra,Nagpur,22.2,37.7,30.0,288.3,53.7,14.6,20.7
2022-08-09,Rajasthan,Udaipur,33.6,42.6,38.1,119.7,47.1,18.0,20.2
2019-04-29,Chandigarh,Chandigarh,17.9,32.8,25.3,8.1,78.2,11.4,27.9
2015-06-11,Rajasthan,Jaipur,23.3,41.7,32.5,81.2,45.8,15.5,31.3
2015-07-21,Himachal Pradesh,Mandi,2.8,8.7,5.8,75.6,51.4,11.8,26.2
2020-06-04,Mizoram,Aizawl,16.8,22.3,19.6,29.8,43.6,13.3,25.1
2017-09-22,Chhattisgarh,Raipur,17.4,26.9,22.2,175.5,68.8,11.8,21.6
2021-05-06,Dadra and Nagar Haveli and Daman and Diu,Daman,14.2,19.2,16.7,13.4,70.0,8.3,34.9
2017-03-26,Odisha,Bhubaneswar,17.5,36.3,26.9,73.5,61.3,10.0,25.6
2024-02-25,Ladakh,Leh,22.8,30.6,26.7,9.3,55.0,8.1,29.4
2016-03-31,Delhi,New Delhi,20.5,26.0,23.2,25.5,42.0,17.5,29.1
2024-09-03,Madhya Pradesh,Bhopal,12.5,28.3,20.4,225.0,35.8,12.4,23.0
2025-05-26,Maharashtra,Mumbai,18.4,24.0,21.2,119.6,65.7,9.6,28.8
2018-06-29,Delhi,New Delhi,20.7,29.1,24.9,83.8,44.1,18.9,26.8
2017-10-13,Andaman and Nicobar Islands,Port Blair,11.0,24.1,17.6,7.8,78.6,14.4,21.5
2025-05-01,Ladakh,Leh,12.6,27.5,20.0,30.0,71.0,13.2,29.3
2021-06-01,Jharkhand,Ranchi,24.4,31.6,28.0,132.2,66.6,20.1,31.3
2025-05-24,Dadra and Nagar Haveli and Daman and Diu,Daman,20.5,29.0,24.8,38.6,47.9,15.2,27.2
2022-07-30,Goa,North Goa,10.0,33.7,21.8,105.7,47.9,12.0,23.3
2025-06-17,Andhra Pradesh,Visakhapatnam,24.7,30.4,27.6,53.7,58.8,12.4,26.2
2015-12-04,Gujarat,Vadodara,21.9,31.2,26.6,6.2,65.4,18.3,22.1
2017-05-28,Uttarakhand,Dehradun,12.4,27.0,19.7,49.2,78.3,10.7,31.2
2017-12-12,Rajasthan,Jaipur,32.0,40.6,36.3,7.1,35.1,7.0,20.2
2017-03-02,West Bengal,Howrah,23.5,30.8,27.2,10.2,84.9,11.7,22.4
2021-03-14,Meghalaya,Shillong,13.9,22.8,18.4,18.6,73.6,7.6,25.6
2017-02-02,Tamil Nadu,Chennai,20.6,37.4,29.0,64.3,81.6,11.0,28.1
2021-02-13,Punjab,Amritsar,26.3,37.4,31.8,9.2,30.6,7.5,21.2
2016-01-15,Tripura,Agartala,20.9,31.0,26.0,41.8,50.1,7.3,22.1
2016-05-07,West Bengal,Kolkata,17.2,33.9,25.5,39.3,77.9,12.4,33.9
2023-07-10,Chhattisgarh,Raipur,13.5,25.9,19.7,47.1,53.4,15.6,27.3
2018-03-26,Rajasthan,Udaipur,15.0,25.5,20.2,26.2,35.3,12.2,28.4
2020-08-24,Nagaland,Kohima,17.5,30.7,24.1,203.9,72.1,17.6,20.6
2025-08-20,Goa,North Goa,15.1,34.8,25.0,75.0,63.5,20.6,25.9
2015-03-06,Andaman and Nicobar Islands,Port Blair,15.6,21.8,18.7,30.3,47.3,19.4,27.2
2025-09-15,Odisha,Bhubaneswar,26.2,35.0,30.6,79.6,59.3,11.9,24.9
2022-01-12,Delhi,New Delhi,16.9,27.6,22.2,39.7,79.5,9.5,26.2
2018-09-29,Andhra Pradesh,Guntur,22.4,33.3,27.8,92.0,66.7,12.0,20.4
2018-02-26,Assam,Kamrup,22.2,28.2,25.2,71.0,76.7,11.5,27.3
2020-07-20,Rajasthan,Jaipur,24.9,34.4,29.6,17.8,50.7,13.3,28.9
2022-05-19,Jammu and Kashmir,Srinagar,7.9,25.2,16.6,71.1,66.0,11.2,30.7
2019-02-04,Assam,Tinsukia,18.2,30.1,24.2,43.4,84.4,7.2,20.1
2023-08-01,Tripura,Agartala,19.4,25.6,22.5,235.7,74.6,22.2,26.6
2018-03-08,Punjab,Amritsar,17.1,28.4,22.8,27.1,37.6,10.2,27.2
2019-03-03,Puducherry,Puducherry,13.3,22.7,18.0,57.5,47.1,8.7,20.2
2022-03-25,Rajasthan,Jaipur,28.0,40.4,34.2,28.5,28.6,15.3,26.0
2016-01-27,Tamil Nadu,Madurai,22.9,32.3,27.6,61.1,67.3,14.6,21.8
2019-08-26,Goa,North Goa,18.1,28.5,23.3,149.1,58.8,21.2,28.2
2016-02-23,Madhya Pradesh,Bhopal,23.9,38.3,31.1,7.4,59.8,12.3,23.2
2021-05-25,Tamil Nadu,Chennai,21.1,27.0,24.0,14.0,55.7,5.5,32.3
2016-01-14,Himachal Pradesh,Mandi,5.0,17.4,11.2,63.5,44.6,17.5,26.4
2019-12-02,Mizoram,Aizawl,15.1,21.9,18.5,11.4,53.4,7.1,22.7
2024-10-01,Arunachal Pradesh,Itanagar,10.8,27.2,19.0,15.2,70.3,8.3,28.0
2021-03-28,Odisha,Bhubaneswar,17.8,35.2,26.5,40.0,70.4,5.6,25.0
2023-05-24,Odisha,Bhubaneswar,17.2,30.9,24.0,22.7,65.3,6.7,27.2
2020-09-19,Gujarat,Rajkot,25.1,41.7,33.4,100.9,57.5,16.1,25.0
2023-06-27,Punjab,Patiala,6.6,15.7,11.1,179.0,46.4,17.2,30.3
2020-12-22,Himachal Pradesh,Kangra,7.6,19.3,13.4,46.1,45.6,10.8,24.5
2015-07-20,Mizoram,Aizawl,24.8,31.6,28.2,200.5,45.5,9.0,28.7
2020-02-07,Uttarakhand,Dehradun,21.0,28.9,25.0,40.3,45.4,15.6,20.7
2017-02-18,Arunachal Pradesh,Itanagar,21.4,31.1,26.2,24.5,74.5,19.8,22.5
2023-02-25,Ladakh,Leh,22.1,33.0,27.6,57.3,78.3,12.3,26.7
2023-07-02,Odisha,Bhubaneswar,27.4,36.0,31.7,213.3,61.2,19.7,26.9
2023-07-17,Mizoram,Aizawl,16.8,27.3,22.0,40.3,40.3,15.9,24.2
2016-05-17,Chhattisgarh,Raipur,21.9,31.3,26.6,70.6,47.8,19.9,28.0
2021-09-20,Nagaland,Kohima,19.6,29.8,24.7,120.7,45.6,10.0,27.1
2024-12-24,Gujarat,Rajkot,21.4,41.4,31.4,19.7,69.3,8.1,21.0
2019-10-18,Mizoram,Aizawl,14.7,33.2,24.0,41.5,45.4,8.0,23.1
2017-03-15,Ladakh,Leh,18.9,27.6,23.2,57.3,64.7,18.1,25.0
2020-11-16,Bihar,Gaya,15.3,39.9,27.6,33.1,57.1,17.1,20.9
2022-06-24,Tripura,Agartala,15.8,22.0,18.9,59.0,40.2,8.1,28.8
2020-03-10,Chhattisgarh,Raipur,22.1,31.7,26.9,49.4,60.8,17.3,28.8
2022-08-05,Chandigarh,Chandigarh,22.7,33.6,28.2,71.2,63.8,16.7,25.3
2019-04-20,Kerala,Ernakulam,23.4,29.0,26.2,37.8,87.1,14.5,27.6
2017-08-18,Bihar,Purnia,14.1,31.9,23.0,145.8,57.7,8.9,21.4
2025-06-07,Telangana,Nizamabad,22.7,36.3,29.5,52.5,53.4,18.4,32.9
2022-04-14,Andaman and Nicobar Islands,Port Blair,12.9,30.4,21.6,71.9,76.3,16.8,32.1
2019-01-25,Himachal Pradesh,Mandi,4.7,22.6,13.6,51.8,56.3,12.4,26.9
2022-05-14,Bihar,Gaya,28.9,35.7,32.3,26.0,64.1,7.0,30.8
2025-07-07,Telangana,Warangal,19.1,31.9,25.5,201.3,42.8,11.1,23.4
2017-10-25,Maharashtra,Mumbai,22.4,35.9,29.2,70.8,57.2,11.8,20.1
2024-01-03,Chhattisgarh,Raipur,21.6,26.9,24.2,63.1,61.6,12.9,27.0
2016-05-17,Nagaland,Kohima,22.9,34.6,28.8,43.0,46.0,18.2,25.4
2022-09-15,Odisha,Bhubaneswar,27.1,37.5,32.3,365.7,81.4,8.8,26.1
2016-02-02,Kerala,Thrissur,22.4,28.0,25.2,81.0,62.9,15.9,29.7
2017-05-20,Nagaland,Kohima,18.5,26.2,22.4,64.0,74.1,16.0,31.2
2022-10-13,Mizoram,Aizawl,23.0,29.1,26.0,70.2,77.9,18.1,22.5
2016-01-28,Chandigarh,Chandigarh,22.9,31.4,27.2,46.6,73.6,5.4,23.6
2015-07-26,Telangana,Hyderabad,27.8,38.7,33.2,260.7,46.8,18.6,21.5
2017-11-04,Karnataka,Bangalore,25.9,32.6,29.2,76.4,60.5,19.8,25.8
2020-02-25,Jammu and Kashmir,Srinagar,12.7,22.2,17.4,57.7,59.8,5.3,26.1
2024-12-04,Tamil Nadu,Chennai,26.6,33.1,29.8,29.9,71.3,17.3,22.5
2023-01-18,Mizoram,Aizawl,24.0,34.6,29.3,19.0,50.6,15.5,29.5
2019-01-24,Andhra Pradesh,Chittoor,27.1,35.6,31.4,21.0,63.8,14.1,23.3
2025-04-20,Manipur,Imphal,17.7,24.3,21.0,36.7,43.6,5.7,33.6
2024-12-25,Lakshadweep,Kavaratti,13.1,27.8,20.4,15.4,50.5,10.4,21.4
2017-05-13,Himachal Pradesh,Kangra,0.9,27.0,14.0,10.8,42.5,17.1,27.8
2022-08-22,Manipur,Imphal,20.8,27.1,24.0,86.4,62.9,22.8,20.7
2024-01-26,West Bengal,Kolkata,17.2,22.9,20.0,32.9,86.3,6.4,28.6
2016-07-17,Telangana,Hyderabad,20.1,37.9,29.0,179.9,75.1,10.3,27.6
2017-10-17,Jammu and Kashmir,Srinagar,13.6,24.8,19.2,62.7,65.9,18.2,23.8
2015-04-06,Sikkim,Gangtok,18.8,33.6,26.2,20.0,59.4,19.4,29.7
2020-04-07,Uttarakhand,Dehradun,13.8,24.5,19.2,67.0,78.2,19.3,32.0
2019-10-24,Odisha,Bhubaneswar,22.6,29.9,26.2,21.1,52.1,5.3,28.8
2021-12-07,Kerala,Ernakulam,24.4,32.6,28.5,149.8,88.6,14.8,24.6
2024-07-10,Punjab,Amritsar,8.8,27.3,18.0,48.4,45.9,22.1,23.4
2021-03-28,Andhra Pradesh,Krishna,21.5,34.4,28.0,49.2,55.8,7.9,29.9
2022-08-28,Rajasthan,Jodhpur,16.1,41.1,28.6,80.5,37.4,12.4,27.7
2019-08-06,Andhra Pradesh,Krishna,28.8,35.4,32.1,64.7,54.1,19.9,24.4
2023-11-17,Jharkhand,Ranchi,12.0,23.1,17.6,41.0,74.1,14.6,21.8
2016-06-24,Lakshadweep,Kavaratti,12.4,24.7,18.6,41.1,70.2,14.0,28.4
2017-11-25,Sikkim,Gangtok,17.6,31.4,24.5,44.9,72.1,14.4,27.9
2022-01-16,Nagaland,Kohima,20.5,27.3,23.9,8.7,76.1,19.2,27.3
2018-03-29,Lakshadweep,Kavaratti,20.9,28.4,24.6,43.0,79.7,17.8,23.0
2025-09-15,Uttarakhand,Dehradun,14.5,27.0,20.8,133.3,54.8,17.4,20.1
2019-09-19,West Bengal,Howrah,23.7,35.6,29.6,421.9,83.7,16.5,27.8
2024-01-28,Nagaland,Kohima,17.4,34.4,25.9,18.3,76.6,8.9,21.0
2023-08-24,Andaman and Nicobar Islands,Port Blair,16.6,29.8,23.2,84.7,62.2,20.1,22.6
2019-12-25,Nagaland,Kohima,18.7,27.5,23.1,42.1,66.7,10.3,29.9
2022-03-10,Haryana,Faridabad,19.1,37.2,28.2,37.6,64.1,7.6,22.2
2022-06-22,Dadra and Nagar Haveli and Daman and Diu,Daman,17.3,33.1,25.2,75.3,78.8,9.9,26.8
2022-02-17,Puducherry,Puducherry,12.5,27.8,20.2,69.2,50.2,13.3,21.8
2019-05-17,Gujarat,Ahmedabad,25.7,32.1,28.9,27.1,56.2,13.7,26.4
2023-05-19,Ladakh,Leh,12.4,29.2,20.8,61.6,76.3,17.2,34.7
2022-05-17,Nagaland,Kohima,16.1,25.7,20.9,7.0,58.0,14.8,33.2
2017-03-06,Himachal Pradesh,Shimla,5.3,20.4,12.8,53.0,62.1,9.1,28.0
2017-11-17,Himachal Pradesh,Shimla,3.5,28.0,15.8,71.9,54.6,10.6,27.4
2019-07-02,Haryana,Faridabad,16.4,21.9,19.2,185.6,47.2,11.1,25.6
2024-12-06,Jammu and Kashmir,Srinagar,4.4,13.6,9.0,45.5,55.6,13.6,30.0
2018-09-25,Nagaland,Kohima,22.9,28.0,25.4,34.2,64.4,17.4,28.8
2025-08-05,Chhattisgarh,Raipur,19.4,26.8,23.1,151.2,72.4,21.8,22.4
2020-06-04,Maharashtra,Mumbai,24.5,31.2,27.8,268.6,44.1,22.1,31.4
2018-09-16,West Bengal,Darjeeling,25.4,38.0,31.7,124.0,77.8,21.3,25.8
2019-07-22,Chandigarh,Chandigarh,19.6,28.8,24.2,208.9,55.8,15.1,21.0
2019-03-10,Bihar,Patna,8.2,14.7,11.4,22.5,58.3,5.3,21.6
2020-07-31,Punjab,Amritsar,24.5,37.5,31.0,162.2,66.9,9.8,21.6
2024-05-12,Tripura,Agartala,15.0,33.7,24.4,59.3,53.0,6.3,31.2
2019-02-05,West Bengal,Darjeeling,14.6,29.4,22.0,118.3,72.9,18.9,23.9
2024-01-16,Kerala,Kozhikode,23.9,34.4,29.2,98.5,78.4,15.7,28.8
2021-02-15,Arunachal Pradesh,Itanagar,11.3,22.6,17.0,32.8,76.4,19.3,21.2
2024-01-10,Maharashtra,Nashik,19.4,39.0,29.2,44.0,50.9,5.5,22.8
2018-11-09,Sikkim,Gangtok,20.4,29.5,25.0,41.2,76.7,6.7,20.7
2018-11-01,Dadra and Nagar Haveli and Daman and Diu,Daman,22.8,33.4,28.1,23.5,53.0,9.7,26.5
2018-07-30,Tamil Nadu,Coimbatore,20.5,31.6,26.0,88.2,78.7,13.7,25.3
2022-05-04,Punjab,Patiala,5.7,12.4,9.0,35.4,60.7,15.7,32.4
2022-04-29,Bihar,Patna,10.3,32.4,21.4,21.8,43.9,16.4,33.9
2017-08-30,Manipur,Imphal,20.8,33.2,27.0,297.5,45.4,22.5,26.0
2019-11-04,Telangana,Warangal,27.8,37.5,32.6,47.1,68.1,9.8,29.2
2018-07-06,Tripura,Agartala,11.7,22.5,17.1,28.7,50.9,11.3,20.5
2024-05-23,Andhra Pradesh,Krishna,24.9,34.6,29.8,15.1,57.9,19.3,26.1
2016-12-10,Gujarat,Surat,20.2,25.8,23.0,11.7,58.0,10.5,24.5
2019-01-19,Dadra and Nagar Haveli and Daman and Diu,Daman,12.4,29.4,20.9,57.6,47.2,5.7,20.8
2018-12-05,Kerala,Kozhikode,24.0,29.8,26.9,86.7,64.6,7.6,20.0
2016-10-10,Chhattisgarh,Raipur,14.8,21.2,18.0,32.6,63.9,10.5,27.1
2015-11-14,Kerala,Kozhikode,24.2,33.2,28.7,142.1,67.1,7.8,26.1
2025-04-06,Nagaland,Kohima,18.9,29.6,24.2,5.3,62.2,19.0,28.3
2024-01-10,Arunachal Pradesh,Itanagar,24.5,31.5,28.0,14.8,55.9,12.4,26.3
2025-08-26,Jharkhand,Ranchi,17.6,29.3,23.5,26.7,50.1,12.7,29.9
2018-06-11,Manipur,Imphal,14.4,33.4,23.9,105.3,43.8,11.7,27.7
2016-11-14,Chandigarh,Chandigarh,24.7,33.3,29.0,70.2,73.4,13.7,26.8
2016-10-25,Mizoram,Aizawl,19.4,31.5,25.4,23.5,56.3,13.9,20.4
2020-06-21,Bihar,Gaya,18.6,37.7,28.2,168.0,62.1,11.0,32.9
2025-09-03,Gujarat,Ahmedabad,21.1,41.3,31.2,198.9,66.6,9.3,23.3
2024-06-07,Dadra and Nagar Haveli and Daman and Diu,Daman,24.2,33.9,29.0,275.1,62.9,15.2,26.1
2025-04-01,Puducherry,Puducherry,22.6,33.1,27.8,9.1,48.4,13.4,31.8
2019-06-20,Goa,North Goa,12.1,21.5,16.8,74.1,48.8,21.8,32.2
2019-02-04,Puducherry,Puducherry,21.1,33.2,27.2,30.0,70.7,19.7,27.0
2024-01-18,Manipur,Imphal,16.3,31.1,23.7,68.1,45.2,9.0,29.2
2025-04-21,Maharashtra,Nashik,29.4,37.1,33.2,53.1,52.7,12.5,34.3
2018-02-10,Goa,North Goa,12.2,24.7,18.4,68.8,54.0,16.5,23.9
2020-01-28,Lakshadweep,Kavaratti,22.1,34.8,28.4,32.1,73.8,19.8,29.8
2019-03-01,Assam,Kamrup,16.5,28.1,22.3,62.9,71.0,12.4,22.0
2021-10-25,Assam,Tinsukia,20.7,30.7,25.7,137.3,88.4,9.8,25.1
2016-07-17,Sikkim,Gangtok,21.3,28.0,24.6,28.8,74.1,10.1,28.9
2018-07-15,Sikkim,Gangtok,23.7,31.6,27.6,245.9,54.5,20.9,28.2
2024-10-21,Jharkhand,Ranchi,11.2,27.2,19.2,49.8,40.0,19.7,24.1
2025-08-14,Assam,Cachar,17.8,25.2,21.5,405.5,88.4,16.8,27.9
2024-06-19,Kerala,Thrissur,24.2,30.6,27.4,317.9,64.5,8.6,25.6
2024-06-20,Andaman and Nicobar Islands,Port Blair,24.1,34.9,29.5,46.6,53.4,9.7,33.3
2023-09-20,Mizoram,Aizawl,17.4,30.2,23.8,171.2,68.4,12.8,21.4
2019-06-25,Gujarat,Surat,15.3,30.0,22.6,183.4,42.2,10.9,34.3
2025-02-13,Madhya Pradesh,Bhopal,12.3,18.6,15.4,53.4,58.0,11.3,27.5
2023-03-19,Arunachal Pradesh,Itanagar,21.1,26.5,23.8,52.3,65.6,19.5,29.7
2023-08-19,Bihar,Patna,16.3,32.3,24.3,76.8,42.7,14.5,26.9
2016-11-29,Jharkhand,Ranchi,18.5,28.4,23.4,62.3,71.8,16.0,20.8
2020-11-30,Telangana,Warangal,27.6,39.4,33.5,13.9,56.1,19.8,26.0
2015-01-02,Mizoram,Aizawl,17.7,24.9,21.3,44.6,57.6,6.9,24.6
2016-10-03,Goa,North Goa,12.5,30.3,21.4,73.2,58.8,14.5,24.3
2021-03-17,Odisha,Bhubaneswar,17.1,39.5,28.3,21.7,53.9,11.9,26.6
2019-05-09,Chhattisgarh,Raipur,15.3,23.1,19.2,62.3,54.5,7.9,28.7
